id;year;state;office;candidate;candidatevotes;totalvotes;party_simplified
1873;1996;MONTANA;US PRESIDENT;CLINTON, BILL;167922;407083;DEMOCRAT
1874;1996;MONTANA;US PRESIDENT;PEROT, ROSS;55229;407083;OTHER
1875;1996;MONTANA;US PRESIDENT;BROWNE, HARRY;2526;407083;LIBERTARIAN
1876;1996;MONTANA;US PRESIDENT;HAGELIN, JOHN;1754;407083;OTHER
1877;1996;NEBRASKA;US PRESIDENT;DOLE, ROBERT;363467;677415;REPUBLICAN
1878;1996;NEBRASKA;US PRESIDENT;CLINTON, BILL;236761;677415;DEMOCRAT
1879;1996;NEBRASKA;US PRESIDENT;PEROT, ROSS;71278;677415;OTHER
1880;1996;NEBRASKA;US PRESIDENT;BROWNE, HARRY;2792;677415;LIBERTARIAN
1881;1996;NEBRASKA;US PRESIDENT;PHILLIPS, HOWARD;1928;677415;OTHER
1882;1996;NEBRASKA;US PRESIDENT;HAGELIN, JOHN;1189;677415;OTHER
1883;1996;NEVADA;US PRESIDENT;CLINTON, BILL;203974;464279;DEMOCRAT
1884;1996;NEVADA;US PRESIDENT;DOLE, ROBERT;199244;464279;REPUBLICAN
1885;1996;NEVADA;US PRESIDENT;PEROT, ROSS;43986;464279;OTHER
1886;1996;NEVADA;US PRESIDENT;NONE OF THE ABOVE;5608;464279;OTHER
1887;1996;NEVADA;US PRESIDENT;NADER, RALPH;4730;464279;OTHER
1888;1996;NEVADA;US PRESIDENT;BROWNE, HARRY;4460;464279;LIBERTARIAN
1889;1996;NEVADA;US PRESIDENT;PHILLIPS, HOWARD;1732;464279;OTHER
1890;1996;NEVADA;US PRESIDENT;HAGELIN, JOHN;545;464279;OTHER
1891;1996;NEW HAMPSHIRE;US PRESIDENT;CLINTON, BILL;246166;496597;DEMOCRAT
1892;1996;NEW HAMPSHIRE;US PRESIDENT;DOLE, ROBERT;196486;496597;REPUBLICAN
1893;1996;NEW HAMPSHIRE;US PRESIDENT;PEROT, ROSS;48387;496597;OTHER
1894;1996;NEW HAMPSHIRE;US PRESIDENT;BROWNE, HARRY;4214;496597;LIBERTARIAN
1895;1996;NEW HAMPSHIRE;US PRESIDENT;PHILLIPS, HOWARD;1344;496597;OTHER
1896;1996;NEW JERSEY;US PRESIDENT;CLINTON, BILL;1652361;3075860;DEMOCRAT
1897;1996;NEW JERSEY;US PRESIDENT;DOLE, ROBERT;1103099;3075860;REPUBLICAN
1898;1996;NEW JERSEY;US PRESIDENT;;320400;3075860;OTHER
1899;1996;NEW MEXICO;US PRESIDENT;CLINTON, BILL;273495;556074;DEMOCRAT
1900;1996;NEW MEXICO;US PRESIDENT;DOLE, ROBERT;232751;556074;REPUBLICAN
1901;1996;NEW MEXICO;US PRESIDENT;PEROT, ROSS;32257;556074;OTHER
1902;1996;NEW MEXICO;US PRESIDENT;NADER, RALPH;13218;556074;OTHER
1903;1996;NEW MEXICO;US PRESIDENT;BROWNE, HARRY;2996;556074;LIBERTARIAN
1904;1996;NEW MEXICO;US PRESIDENT;PHILLIPS, HOWARD;713;556074;OTHER
1905;1996;NEW MEXICO;US PRESIDENT;HAGELIN, JOHN;644;556074;OTHER
1906;1996;NEW YORK;US PRESIDENT;CLINTON, BILL;3649630;6439129;DEMOCRAT
1907;1996;NEW YORK;US PRESIDENT;DOLE, ROBERT;1738707;6439129;REPUBLICAN
1908;1996;NEW YORK;US PRESIDENT;PEROT, ROSS;503458;6439129;OTHER
1909;1996;NEW YORK;US PRESIDENT;DOLE, ROBERT;183392;6439129;OTHER
1910;1996;NEW YORK;US PRESIDENT;BLANK VOTE/SCATTERING;123000;6439129;OTHER
1911;1996;NEW YORK;US PRESIDENT;CLINTON, BILL;106547;6439129;OTHER
1912;1996;NEW YORK;US PRESIDENT;NADER, RALPH;75956;6439129;OTHER
1913;1996;NEW YORK;US PRESIDENT;PHILLIPS, HOWARD;23580;6439129;OTHER
1914;1996;NEW YORK;US PRESIDENT;BROWNE, HARRY;12220;6439129;LIBERTARIAN
1915;1996;NEW YORK;US PRESIDENT;DOLE, ROBERT;11393;6439129;OTHER
1916;1996;NEW YORK;US PRESIDENT;HAGELIN, JOHN;5011;6439129;OTHER
1917;1996;NEW YORK;US PRESIDENT;MOOREHEAD, MONICA;3473;6439129;OTHER
1918;1996;NEW YORK;US PRESIDENT;HARRIS, JAMES;2762;6439129;OTHER
1919;1996;NORTH CAROLINA;US PRESIDENT;DOLE, ROBERT;1225938;2515807;REPUBLICAN
1920;1996;NORTH CAROLINA;US PRESIDENT;CLINTON, BILL;1107849;2515807;DEMOCRAT
1921;1996;NORTH CAROLINA;US PRESIDENT;PEROT, ROSS;168059;2515807;OTHER
1922;1996;NORTH CAROLINA;US PRESIDENT;BROWNE, HARRY;8740;2515807;LIBERTARIAN
1923;1996;NORTH CAROLINA;US PRESIDENT;HAGELIN, JOHN;2771;2515807;OTHER
1924;1996;NORTH CAROLINA;US PRESIDENT;;2450;2515807;OTHER
1925;1996;NORTH DAKOTA;US PRESIDENT;DOLE, ROBERT;125050;266411;REPUBLICAN
1926;1996;NORTH DAKOTA;US PRESIDENT;CLINTON, BILL;106905;266411;DEMOCRAT
1927;1996;NORTH DAKOTA;US PRESIDENT;PEROT, ROSS;32515;266411;OTHER
1928;1996;NORTH DAKOTA;US PRESIDENT;BROWNE, HARRY;847;266411;LIBERTARIAN
1929;1996;NORTH DAKOTA;US PRESIDENT;PHILLIPS, HOWARD;745;266411;OTHER
1930;1996;NORTH DAKOTA;US PRESIDENT;HAGELIN, JOHN;349;266411;OTHER
1931;1996;OHIO;US PRESIDENT;CLINTON, BILL;2148222;4534434;DEMOCRAT
1932;1996;OHIO;US PRESIDENT;DOLE, ROBERT;1859883;4534434;REPUBLICAN
1933;1996;OHIO;US PRESIDENT;PEROT, ROSS;483207;4534434;OTHER
1934;1996;OHIO;US PRESIDENT;BROWNE, HARRY;12851;4534434;LIBERTARIAN
1935;1996;OHIO;US PRESIDENT;MOOREHEAD, MONICA;10813;4534434;OTHER
1936;1996;OHIO;US PRESIDENT;HAGELIN, JOHN;9120;4534434;OTHER
1937;1996;OHIO;US PRESIDENT;PHILLIPS, HOWARD;7361;4534434;OTHER
1938;1996;OHIO;US PRESIDENT;NADER, RALPH;2962;4534434;OTHER
1939;1996;OHIO;US PRESIDENT;OTHER;15;4534434;OTHER
1940;1996;OKLAHOMA;US PRESIDENT;DOLE, ROBERT;582315;1206713;REPUBLICAN
1941;1996;OKLAHOMA;US PRESIDENT;CLINTON, BILL;488105;1206713;DEMOCRAT
1942;1996;OKLAHOMA;US PRESIDENT;PEROT, ROSS;130788;1206713;OTHER
1943;1996;OKLAHOMA;US PRESIDENT;BROWNE, HARRY;5505;1206713;LIBERTARIAN
1944;1996;OREGON;US PRESIDENT;CLINTON, BILL;649641;1377760;DEMOCRAT
1945;1996;OREGON;US PRESIDENT;DOLE, ROBERT;538152;1377760;REPUBLICAN
1946;1996;OREGON;US PRESIDENT;PEROT, ROSS;121221;1377760;OTHER
1947;1996;OREGON;US PRESIDENT;NADER, RALPH;49415;1377760;OTHER
1948;1996;OREGON;US PRESIDENT;BROWNE, HARRY;8903;1377760;LIBERTARIAN
1949;1996;OREGON;US PRESIDENT;PHILLIPS, HOWARD;3379;1377760;OTHER
1950;1996;OREGON;US PRESIDENT;HAGELIN, JOHN;2798;1377760;OTHER
1951;1996;OREGON;US PRESIDENT;OTHER;2329;1377760;OTHER
1952;1996;OREGON;US PRESIDENT;HOLLIS, MARY CAL;1922;1377760;OTHER
1953;1996;PENNSYLVANIA;US PRESIDENT;CLINTON, BILL;2215819;4501307;DEMOCRAT
1954;1996;PENNSYLVANIA;US PRESIDENT;DOLE, ROBERT;1801169;4501307;REPUBLICAN
1955;1996;PENNSYLVANIA;US PRESIDENT;PEROT, ROSS;430984;4501307;OTHER
1956;1996;PENNSYLVANIA;US PRESIDENT;BROWNE, HARRY;28000;4501307;LIBERTARIAN
1957;1996;PENNSYLVANIA;US PRESIDENT;PHILLIPS, HOWARD;19552;4501307;OTHER
1958;1996;PENNSYLVANIA;US PRESIDENT;HAGELIN, JOHN;5783;4501307;OTHER
1959;1996;RHODE ISLAND;US PRESIDENT;CLINTON, BILL;233050;390247;DEMOCRAT
1960;1996;RHODE ISLAND;US PRESIDENT;DOLE, ROBERT;104683;390247;REPUBLICAN
1961;1996;RHODE ISLAND;US PRESIDENT;PEROT, ROSS;43723;390247;OTHER
1962;1996;RHODE ISLAND;US PRESIDENT;NADER, RALPH;6040;390247;OTHER
1963;1996;RHODE ISLAND;US PRESIDENT;BROWNE, HARRY;1109;390247;LIBERTARIAN
1964;1996;RHODE ISLAND;US PRESIDENT;PHILLIPS, HOWARD;1021;390247;OTHER
1965;1996;RHODE ISLAND;US PRESIDENT;HAGELIN, JOHN;435;390247;OTHER
1966;1996;RHODE ISLAND;US PRESIDENT;MOOREHEAD, MONICA;186;390247;OTHER
1967;1996;SOUTH CAROLINA;US PRESIDENT;DOLE, ROBERT;573339;1150182;REPUBLICAN
1968;1996;SOUTH CAROLINA;US PRESIDENT;CLINTON, BILL;506152;1150182;DEMOCRAT
1969;1996;SOUTH CAROLINA;US PRESIDENT;PEROT, ROSS;36913;1150182;OTHER
1970;1996;SOUTH CAROLINA;US PRESIDENT;PEROT, ROSS;27464;1150182;OTHER
1971;1996;SOUTH CAROLINA;US PRESIDENT;BROWNE, HARRY;4271;1150182;LIBERTARIAN
1972;1996;SOUTH CAROLINA;US PRESIDENT;PHILLIPS, HOWARD;2043;1150182;OTHER
1973;1996;SOUTH DAKOTA;US PRESIDENT;DOLE, ROBERT;150543;323826;REPUBLICAN
1974;1996;SOUTH DAKOTA;US PRESIDENT;CLINTON, BILL;139333;323826;DEMOCRAT
1975;1996;SOUTH DAKOTA;US PRESIDENT;;32478;323826;OTHER
1976;1996;SOUTH DAKOTA;US PRESIDENT;BROWNE, HARRY;1472;323826;LIBERTARIAN
1977;1996;TENNESSEE;US PRESIDENT;CLINTON, BILL;909146;1894105;DEMOCRAT
1978;1996;TENNESSEE;US PRESIDENT;DOLE, ROBERT;863530;1894105;REPUBLICAN
1979;1996;TENNESSEE;US PRESIDENT;;121239;1894105;OTHER
1980;1996;TENNESSEE;US PRESIDENT;;190;1894105;OTHER
1981;1996;TEXAS;US PRESIDENT;DOLE, ROBERT;2736167;5611644;REPUBLICAN
1982;1996;TEXAS;US PRESIDENT;CLINTON, BILL;2459683;5611644;DEMOCRAT
1983;1996;TEXAS;US PRESIDENT;PEROT, ROSS;378537;5611644;OTHER
1984;1996;TEXAS;US PRESIDENT;BROWNE, HARRY;20256;5611644;LIBERTARIAN
1985;1996;TEXAS;US PRESIDENT;PHILLIPS, HOWARD;7472;5611644;OTHER
1986;1996;TEXAS;US PRESIDENT;;5107;5611644;OTHER
1987;1996;TEXAS;US PRESIDENT;HAGELIN, JOHN;4422;5611644;OTHER
1988;1996;UTAH;US PRESIDENT;DOLE, ROBERT;361911;665629;REPUBLICAN
1989;1996;UTAH;US PRESIDENT;CLINTON, BILL;221633;665629;DEMOCRAT
1990;1996;UTAH;US PRESIDENT;PEROT, ROSS;66461;665629;OTHER
1991;1996;UTAH;US PRESIDENT;NADER, RALPH;4615;665629;OTHER
1992;1996;UTAH;US PRESIDENT;BROWNE, HARRY;4129;665629;LIBERTARIAN
1993;1996;UTAH;US PRESIDENT;PHILLIPS, HOWARD;2601;665629;OTHER
1994;1996;UTAH;US PRESIDENT;TEMPLIN, DIANE;1290;665629;OTHER
1995;1996;UTAH;US PRESIDENT;CRANE, PETER;1101;665629;OTHER
1996;1996;UTAH;US PRESIDENT;HAGELIN, JOHN;1085;665629;OTHER
1997;1996;UTAH;US PRESIDENT;MOOREHEAD, MONICA;298;665629;OTHER
1998;1996;UTAH;US PRESIDENT;HARRIS, JAMES;235;665629;OTHER
1999;1996;UTAH;US PRESIDENT;;159;665629;OTHER
2000;1996;UTAH;US PRESIDENT;DODGE, EARL;111;665629;OTHER
2001;1996;VERMONT;US PRESIDENT;CLINTON, BILL;137894;258449;DEMOCRAT
2002;1996;VERMONT;US PRESIDENT;DOLE, ROBERT;80352;258449;REPUBLICAN
2003;1996;VERMONT;US PRESIDENT;PEROT, ROSS;31024;258449;OTHER
2004;1996;VERMONT;US PRESIDENT;NADER, RALPH;5585;258449;OTHER
2005;1996;VERMONT;US PRESIDENT;BROWNE, HARRY;1183;258449;LIBERTARIAN
2006;1996;VERMONT;US PRESIDENT;;560;258449;OTHER
2007;1996;VERMONT;US PRESIDENT;HAGELIN, JOHN;498;258449;OTHER
2008;1996;VERMONT;US PRESIDENT;PERON, DENNIS;480;258449;OTHER
2009;1996;VERMONT;US PRESIDENT;PHILLIPS, HOWARD;382;258449;OTHER
2010;1996;VERMONT;US PRESIDENT;HOLLIS, MARY CAL;292;258449;OTHER
2011;1996;VERMONT;US PRESIDENT;HARRIS, JAMES;199;258449;OTHER
2012;1996;VIRGINIA;US PRESIDENT;DOLE, ROBERT;1138350;2416642;REPUBLICAN
2013;1996;VIRGINIA;US PRESIDENT;CLINTON, BILL;1091060;2416642;DEMOCRAT
2014;1996;VIRGINIA;US PRESIDENT;PEROT, ROSS;159861;2416642;OTHER
2015;1996;VIRGINIA;US PRESIDENT;PHILLIPS, HOWARD;13687;2416642;OTHER
2016;1996;VIRGINIA;US PRESIDENT;BROWNE, HARRY;9174;2416642;LIBERTARIAN
2017;1996;VIRGINIA;US PRESIDENT;HAGELIN, JOHN;4510;2416642;OTHER
2018;1996;WASHINGTON;US PRESIDENT;CLINTON, BILL;1123323;2253837;DEMOCRAT
2019;1996;WASHINGTON;US PRESIDENT;DOLE, ROBERT;840712;2253837;REPUBLICAN
2020;1996;WASHINGTON;US PRESIDENT;PEROT, ROSS;201003;2253837;OTHER
2021;1996;WASHINGTON;US PRESIDENT;;62696;2253837;OTHER
2022;1996;WASHINGTON;US PRESIDENT;BROWNE, HARRY;12522;2253837;LIBERTARIAN
2023;1996;WASHINGTON;US PRESIDENT;HAGELIN, JOHN;6076;2253837;OTHER
2024;1996;WASHINGTON;US PRESIDENT;PHILLIPS, HOWARD;4578;2253837;OTHER
2025;1996;WASHINGTON;US PRESIDENT;MOOREHEAD, MONICA;2189;2253837;OTHER
2026;1996;WASHINGTON;US PRESIDENT;HARRIS, JAMES;738;2253837;OTHER
2027;1996;WEST VIRGINIA;US PRESIDENT;CLINTON, BILL;327812;636459;DEMOCRAT
2028;1996;WEST VIRGINIA;US PRESIDENT;DOLE, ROBERT;233946;636459;REPUBLICAN
2029;1996;WEST VIRGINIA;US PRESIDENT;PEROT, ROSS;71639;636459;OTHER
2030;1996;WEST VIRGINIA;US PRESIDENT;BROWNE, HARRY;3062;636459;LIBERTARIAN
2031;1996;WISCONSIN;US PRESIDENT;CLINTON, BILL;1071971;2196169;DEMOCRAT
2032;1996;WISCONSIN;US PRESIDENT;DOLE, ROBERT;845029;2196169;REPUBLICAN
2033;1996;WISCONSIN;US PRESIDENT;PEROT, ROSS;227339;2196169;OTHER
2034;1996;WISCONSIN;US PRESIDENT;;32766;2196169;OTHER
2035;1996;WISCONSIN;US PRESIDENT;PHILLIPS, HOWARD;8811;2196169;OTHER
2036;1996;WISCONSIN;US PRESIDENT;BROWNE, HARRY;7929;2196169;LIBERTARIAN
2037;1996;WISCONSIN;US PRESIDENT;SCATTERING;2324;2196169;OTHER
2038;1996;WYOMING;US PRESIDENT;DOLE, ROBERT;105388;211571;REPUBLICAN
2039;1996;WYOMING;US PRESIDENT;CLINTON, BILL;77934;211571;DEMOCRAT
2040;1996;WYOMING;US PRESIDENT;PEROT, ROSS;25928;211571;OTHER
2041;1996;WYOMING;US PRESIDENT;BROWNE, HARRY;1739;211571;LIBERTARIAN
2042;1996;WYOMING;US PRESIDENT;HAGELIN, JOHN;582;211571;OTHER
2043;2000;ALABAMA;US PRESIDENT;BUSH, GEORGE W.;941173;1666272;REPUBLICAN
2044;2000;ALABAMA;US PRESIDENT;GORE, AL;692611;1666272;DEMOCRAT
2045;2000;ALABAMA;US PRESIDENT;;25896;1666272;OTHER
2046;2000;ALABAMA;US PRESIDENT;BROWNE, HARRY;5893;1666272;LIBERTARIAN
2047;2000;ALABAMA;US PRESIDENT;;699;1666272;OTHER
2048;2000;ALASKA;US PRESIDENT;BUSH, GEORGE W.;167398;285560;REPUBLICAN
2049;2000;ALASKA;US PRESIDENT;GORE, AL;79004;285560;DEMOCRAT
2050;2000;ALASKA;US PRESIDENT;NADER, RALPH;28747;285560;OTHER
2051;2000;ALASKA;US PRESIDENT;"BUCHANAN, PATRICK """"PAT""""";5192;285560;OTHER
2052;2000;ALASKA;US PRESIDENT;BROWNE, HARRY;2636;285560;LIBERTARIAN
2053;2000;ALASKA;US PRESIDENT;;1068;285560;OTHER
2054;2000;ALASKA;US PRESIDENT;HAGELIN, JOHN;919;285560;OTHER
2055;2000;ALASKA;US PRESIDENT;PHILLIPS, HOWARD;596;285560;OTHER
2056;2000;ARIZONA;US PRESIDENT;BUSH, GEORGE W.;781652;1532016;REPUBLICAN
2057;2000;ARIZONA;US PRESIDENT;GORE, AL;685341;1532016;DEMOCRAT
2058;2000;ARIZONA;US PRESIDENT;NADER, RALPH;45645;1532016;OTHER
2059;2000;ARIZONA;US PRESIDENT;"BUCHANAN, PATRICK """"PAT""""";12373;1532016;OTHER
2060;2000;ARIZONA;US PRESIDENT;L. NEIL, SMITH;5775;1532016;LIBERTARIAN
2061;2000;ARIZONA;US PRESIDENT;HAGELIN, JOHN;1120;1532016;OTHER
2062;2000;ARIZONA;US PRESIDENT;;110;1532016;OTHER
2063;2000;ARKANSAS;US PRESIDENT;BUSH, GEORGE W.;472940;921781;REPUBLICAN
2064;2000;ARKANSAS;US PRESIDENT;GORE, AL;422768;921781;DEMOCRAT
2065;2000;ARKANSAS;US PRESIDENT;NADER, RALPH;13421;921781;OTHER
2066;2000;ARKANSAS;US PRESIDENT;"BUCHANAN, PATRICK """"PAT""""";7358;921781;OTHER
2067;2000;ARKANSAS;US PRESIDENT;BROWNE, HARRY;2781;921781;LIBERTARIAN
2068;2000;ARKANSAS;US PRESIDENT;PHILLIPS, HOWARD;1415;921781;OTHER
2069;2000;ARKANSAS;US PRESIDENT;HAGELIN, JOHN;1098;921781;OTHER
2070;2000;CALIFORNIA;US PRESIDENT;GORE, AL;5861203;10965822;DEMOCRAT
2071;2000;CALIFORNIA;US PRESIDENT;BUSH, GEORGE W.;4567429;10965822;REPUBLICAN
2072;2000;CALIFORNIA;US PRESIDENT;NADER, RALPH;418707;10965822;OTHER
2073;2000;CALIFORNIA;US PRESIDENT;BROWNE, HARRY;45520;10965822;LIBERTARIAN
2074;2000;CALIFORNIA;US PRESIDENT;"BUCHANAN, PATRICK """"PAT""""";44987;10965822;OTHER
2075;2000;CALIFORNIA;US PRESIDENT;PHILLIPS, HOWARD;17042;10965822;OTHER
2076;2000;CALIFORNIA;US PRESIDENT;HAGELIN, JOHN;10934;10965822;OTHER
2077;2000;COLORADO;US PRESIDENT;BUSH, GEORGE W.;883748;1741368;REPUBLICAN
2078;2000;COLORADO;US PRESIDENT;GORE, AL;738227;1741368;DEMOCRAT
2079;2000;COLORADO;US PRESIDENT;NADER, RALPH;91434;1741368;OTHER
2080;2000;COLORADO;US PRESIDENT;BROWNE, HARRY;12799;1741368;LIBERTARIAN
2081;2000;COLORADO;US PRESIDENT;HAGELIN, JOHN;10465;1741368;OTHER
2082;2000;COLORADO;US PRESIDENT;HAGELIN, JOHN;2240;1741368;OTHER
2083;2000;COLORADO;US PRESIDENT;PHILLIPS, HOWARD;1319;1741368;OTHER
2084;2000;COLORADO;US PRESIDENT;MCREYNOLDS, DAVID;712;1741368;OTHER
2085;2000;COLORADO;US PRESIDENT;HARRIS, JAMES;216;1741368;OTHER
2086;2000;COLORADO;US PRESIDENT;DODGE, EARL;208;1741368;OTHER
2087;2000;CONNECTICUT;US PRESIDENT;GORE, AL;816015;1459525;DEMOCRAT
2088;2000;CONNECTICUT;US PRESIDENT;BUSH, GEORGE W.;561094;1459525;REPUBLICAN
2089;2000;CONNECTICUT;US PRESIDENT;NADER, RALPH;64452;1459525;OTHER
2090;2000;CONNECTICUT;US PRESIDENT;PHILLIPS, HOWARD;9695;1459525;OTHER
2091;2000;CONNECTICUT;US PRESIDENT;"BUCHANAN, PATRICK """"PAT""""";4731;1459525;OTHER
2092;2000;CONNECTICUT;US PRESIDENT;BROWNE, HARRY;3484;1459525;LIBERTARIAN
2093;2000;CONNECTICUT;US PRESIDENT;;54;1459525;OTHER
2094;2000;DELAWARE;US PRESIDENT;GORE, AL;180068;327529;DEMOCRAT
2095;2000;DELAWARE;US PRESIDENT;BUSH, GEORGE W.;137288;327529;REPUBLICAN
2096;2000;DELAWARE;US PRESIDENT;NADER, RALPH;8307;327529;OTHER
2097;2000;DELAWARE;US PRESIDENT;"BUCHANAN, PATRICK """"PAT""""";777;327529;OTHER
2098;2000;DELAWARE;US PRESIDENT;BROWNE, HARRY;774;327529;LIBERTARIAN
2099;2000;DELAWARE;US PRESIDENT;PHILLIPS, HOWARD;208;327529;OTHER
2100;2000;DELAWARE;US PRESIDENT;HAGELIN, JOHN;107;327529;OTHER
2101;2000;DISTRICT OF COLUMBIA;US PRESIDENT;GORE, AL;171923;201894;DEMOCRAT
2102;2000;DISTRICT OF COLUMBIA;US PRESIDENT;BUSH, GEORGE W.;18073;201894;REPUBLICAN
2103;2000;DISTRICT OF COLUMBIA;US PRESIDENT;NADER, RALPH;10576;201894;OTHER
2104;2000;DISTRICT OF COLUMBIA;US PRESIDENT;BROWNE, HARRY;669;201894;LIBERTARIAN
2105;2000;DISTRICT OF COLUMBIA;US PRESIDENT;;539;201894;OTHER
2106;2000;DISTRICT OF COLUMBIA;US PRESIDENT;HARRIS, JAMES;114;201894;OTHER
2107;2000;FLORIDA;US PRESIDENT;BUSH, GEORGE W.;2912790;5963110;REPUBLICAN
2108;2000;FLORIDA;US PRESIDENT;GORE, AL;2912253;5963110;DEMOCRAT
2109;2000;FLORIDA;US PRESIDENT;NADER, RALPH;97488;5963110;OTHER
2110;2000;FLORIDA;US PRESIDENT;"BUCHANAN, PATRICK """"PAT""""";17484;5963110;OTHER
2111;2000;FLORIDA;US PRESIDENT;BROWNE, HARRY;16415;5963110;LIBERTARIAN
2112;2000;FLORIDA;US PRESIDENT;HAGELIN, JOHN;2281;5963110;OTHER
2113;2000;FLORIDA;US PRESIDENT;MOOREHEAD, MONICA;1804;5963110;OTHER
2114;2000;FLORIDA;US PRESIDENT;PHILLIPS, HOWARD;1371;5963110;OTHER
2115;2000;FLORIDA;US PRESIDENT;MCREYNOLDS, DAVID;622;5963110;OTHER
2116;2000;FLORIDA;US PRESIDENT;HARRIS, JAMES;562;5963110;OTHER
2117;2000;FLORIDA;US PRESIDENT;;40;5963110;OTHER
2118;2000;GEORGIA;US PRESIDENT;BUSH, GEORGE W.;1419720;2583208;REPUBLICAN
2119;2000;GEORGIA;US PRESIDENT;GORE, AL;1116230;2583208;DEMOCRAT
2120;2000;GEORGIA;US PRESIDENT;BROWNE, HARRY;36332;2583208;LIBERTARIAN
2121;2000;GEORGIA;US PRESIDENT;"BUCHANAN, PATRICK """"PAT""""";10926;2583208;OTHER
2122;2000;HAWAII;US PRESIDENT;GORE, AL;205286;367951;DEMOCRAT
2123;2000;HAWAII;US PRESIDENT;BUSH, GEORGE W.;137845;367951;REPUBLICAN
2124;2000;HAWAII;US PRESIDENT;NADER, RALPH;21623;367951;OTHER
2125;2000;HAWAII;US PRESIDENT;BROWNE, HARRY;1477;367951;LIBERTARIAN
2126;2000;HAWAII;US PRESIDENT;"BUCHANAN, PATRICK """"PAT""""";1071;367951;OTHER
2127;2000;HAWAII;US PRESIDENT;PHILLIPS, HOWARD;343;367951;OTHER
2128;2000;HAWAII;US PRESIDENT;HAGELIN, JOHN;306;367951;OTHER
2129;2000;IDAHO;US PRESIDENT;BUSH, GEORGE W.;336937;501615;REPUBLICAN
2130;2000;IDAHO;US PRESIDENT;GORE, AL;138637;501615;DEMOCRAT
2131;2000;IDAHO;US PRESIDENT;NADER, RALPH;12292;501615;OTHER
2132;2000;IDAHO;US PRESIDENT;"BUCHANAN, PATRICK """"PAT""""";7615;501615;OTHER
2133;2000;IDAHO;US PRESIDENT;BROWNE, HARRY;3488;501615;LIBERTARIAN
2134;2000;IDAHO;US PRESIDENT;PHILLIPS, HOWARD;1469;501615;OTHER
2135;2000;IDAHO;US PRESIDENT;HAGELIN, JOHN;1177;501615;OTHER
2136;2000;ILLINOIS;US PRESIDENT;GORE, AL;2589026;4742108;DEMOCRAT
2137;2000;ILLINOIS;US PRESIDENT;BUSH, GEORGE W.;2019421;4742108;REPUBLICAN
2138;2000;ILLINOIS;US PRESIDENT;NADER, RALPH;103759;4742108;OTHER
2139;2000;ILLINOIS;US PRESIDENT;;16106;4742108;OTHER
2140;2000;ILLINOIS;US PRESIDENT;BROWNE, HARRY;11623;4742108;LIBERTARIAN
2141;2000;ILLINOIS;US PRESIDENT;"BUCHANAN, PATRICK """"PAT""""";2127;4742108;OTHER
2142;2000;ILLINOIS;US PRESIDENT;;46;4742108;OTHER
2143;2000;INDIANA;US PRESIDENT;BUSH, GEORGE W.;1245836;2199302;REPUBLICAN
2144;2000;INDIANA;US PRESIDENT;GORE, AL;901980;2199302;DEMOCRAT
2145;2000;INDIANA;US PRESIDENT;;18997;2199302;OTHER
2146;2000;INDIANA;US PRESIDENT;"BUCHANAN, PATRICK """"PAT""""";16959;2199302;OTHER
2147;2000;INDIANA;US PRESIDENT;BROWNE, HARRY;15530;2199302;LIBERTARIAN
2148;2000;IOWA;US PRESIDENT;GORE, AL;638517;1353022;DEMOCRAT
2149;2000;IOWA;US PRESIDENT;BUSH, GEORGE W.;634373;1353022;REPUBLICAN
2150;2000;IOWA;US PRESIDENT;;37459;1353022;OTHER
2151;2000;IOWA;US PRESIDENT;NADER, RALPH;29374;1353022;OTHER
2152;2000;IOWA;US PRESIDENT;"BUCHANAN, PATRICK """"PAT""""";5731;1353022;OTHER
2153;2000;IOWA;US PRESIDENT;BROWNE, HARRY;3209;1353022;LIBERTARIAN
2154;2000;IOWA;US PRESIDENT;HAGELIN, JOHN;2281;1353022;OTHER
2155;2000;IOWA;US PRESIDENT;SCATTERING;1168;1353022;OTHER
2156;2000;IOWA;US PRESIDENT;PHILLIPS, HOWARD;613;1353022;OTHER
2157;2000;IOWA;US PRESIDENT;HARRIS, JAMES;190;1353022;OTHER
2158;2000;IOWA;US PRESIDENT;MCREYNOLDS, DAVID;107;1353022;OTHER
2159;2000;KANSAS;US PRESIDENT;BUSH, GEORGE W.;622332;1072216;REPUBLICAN
2160;2000;KANSAS;US PRESIDENT;GORE, AL;399276;1072216;DEMOCRAT
2161;2000;KANSAS;US PRESIDENT;;37459;1072216;OTHER
2162;2000;KANSAS;US PRESIDENT;"BUCHANAN, PATRICK """"PAT""""";7370;1072216;OTHER
2163;2000;KANSAS;US PRESIDENT;BROWNE, HARRY;4525;1072216;LIBERTARIAN
2164;2000;KANSAS;US PRESIDENT;PHILLIPS, HOWARD;1254;1072216;OTHER
2165;2000;KENTUCKY;US PRESIDENT;BUSH, GEORGE W.;872520;1544106;REPUBLICAN
2166;2000;KENTUCKY;US PRESIDENT;GORE, AL;638923;1544106;DEMOCRAT
2167;2000;KENTUCKY;US PRESIDENT;NADER, RALPH;23118;1544106;OTHER
2168;2000;KENTUCKY;US PRESIDENT;"BUCHANAN, PATRICK """"PAT""""";4152;1544106;OTHER
2169;2000;KENTUCKY;US PRESIDENT;BROWNE, HARRY;2885;1544106;LIBERTARIAN
2170;2000;KENTUCKY;US PRESIDENT;HAGELIN, JOHN;1513;1544106;OTHER
